State,State Code,Year,Year Code,Month,Month Code,Months,Deaths
Alabama,1,2007,2007,"Jan., 2007",2007,Jan,4281
Alabama,1,2007,2007,"Feb., 2007",2007,Feb,3991
Alabama,1,2007,2007,"Mar., 2007",2007,Mar,4178
Alabama,1,2007,2007,"Apr., 2007",2007,Apr,3801
Alabama,1,2007,2007,"May, 2007",2007,May,3867
Alabama,1,2007,2007,"Jun., 2007",2007,Jun,3582
Alabama,1,2007,2007,"Jul., 2007",2007,Jul,3711
Alabama,1,2007,2007,"Aug., 2007",2007,Aug,3828
Alabama,1,2007,2007,"Sep., 2007",2007,Sep,3593
Alabama,1,2007,2007,"Oct., 2007",2007,Oct,3853
Alabama,1,2007,2007,"Nov., 2007",2007,Nov,3851
Alabama,1,2007,2007,"Dec., 2007",2007,Dec,4160
Alabama,1,2008,2008,"Jan., 2008",2008,Jan,4336
Alabama,1,2008,2008,"Feb., 2008",2008,Feb,4401
Alabama,1,2008,2008,"Mar., 2008",2008,Mar,4371
Alabama,1,2008,2008,"Apr., 2008",2008,Apr,3944
Alabama,1,2008,2008,"May, 2008",2008,May,3920
Alabama,1,2008,2008,"Jun., 2008",2008,Jun,3681
Alabama,1,2008,2008,"Jul., 2008",2008,Jul,3667
Alabama,1,2008,2008,"Aug., 2008",2008,Aug,3775
Alabama,1,2008,2008,"Sep., 2008",2008,Sep,3730
Alabama,1,2008,2008,"Oct., 2008",2008,Oct,3781
Alabama,1,2008,2008,"Nov., 2008",2008,Nov,3920
Alabama,1,2008,2008,"Dec., 2008",2008,Dec,4181
Alabama,1,2009,2009,"Jan., 2009",2009,Jan,4205
Alabama,1,2009,2009,"Feb., 2009",2009,Feb,3837
Alabama,1,2009,2009,"Mar., 2009",2009,Mar,4208
Alabama,1,2009,2009,"Apr., 2009",2009,Apr,3916
Alabama,1,2009,2009,"May, 2009",2009,May,3936
Alabama,1,2009,2009,"Jun., 2009",2009,Jun,3726
Alabama,1,2009,2009,"Jul., 2009",2009,Jul,3877
Alabama,1,2009,2009,"Aug., 2009",2009,Aug,3800
Alabama,1,2009,2009,"Sep., 2009",2009,Sep,3690
Alabama,1,2009,2009,"Oct., 2009",2009,Oct,4074
Alabama,1,2009,2009,"Nov., 2009",2009,Nov,3813
Alabama,1,2009,2009,"Dec., 2009",2009,Dec,4388
Alabama,1,2010,2010,"Jan., 2010",2010,Jan,4473
Alabama,1,2010,2010,"Feb., 2010",2010,Feb,4073
Alabama,1,2010,2010,"Mar., 2010",2010,Mar,4261
Alabama,1,2010,2010,"Apr., 2010",2010,Apr,3843
Alabama,1,2010,2010,"May, 2010",2010,May,3894
Alabama,1,2010,2010,"Jun., 2010",2010,Jun,3806
Alabama,1,2010,2010,"Jul., 2010",2010,Jul,3819
Alabama,1,2010,2010,"Aug., 2010",2010,Aug,3861
Alabama,1,2010,2010,"Sep., 2010",2010,Sep,3747
Alabama,1,2010,2010,"Oct., 2010",2010,Oct,3979
Alabama,1,2010,2010,"Nov., 2010",2010,Nov,3825
Alabama,1,2010,2010,"Dec., 2010",2010,Dec,4457
Alabama,1,2011,2011,"Jan., 2011",2011,Jan,4620
Alabama,1,2011,2011,"Feb., 2011",2011,Feb,4030
Alabama,1,2011,2011,"Mar., 2011",2011,Mar,4280
Alabama,1,2011,2011,"Apr., 2011",2011,Apr,4139
Alabama,1,2011,2011,"May, 2011",2011,May,4037
Alabama,1,2011,2011,"Jun., 2011",2011,Jun,3810
Alabama,1,2011,2011,"Jul., 2011",2011,Jul,3933
Alabama,1,2011,2011,"Aug., 2011",2011,Aug,3820
Alabama,1,2011,2011,"Sep., 2011",2011,Sep,3700
Alabama,1,2011,2011,"Oct., 2011",2011,Oct,4043
Alabama,1,2011,2011,"Nov., 2011",2011,Nov,3997
Alabama,1,2011,2011,"Dec., 2011",2011,Dec,4272
Alabama,1,2012,2012,"Jan., 2012",2012,Jan,4236
Alabama,1,2012,2012,"Feb., 2012",2012,Feb,4045
Alabama,1,2012,2012,"Mar., 2012",2012,Mar,4220
Alabama,1,2012,2012,"Apr., 2012",2012,Apr,4047
Alabama,1,2012,2012,"May, 2012",2012,May,3982
Alabama,1,2012,2012,"Jun., 2012",2012,Jun,3912
Alabama,1,2012,2012,"Jul., 2012",2012,Jul,4002
Alabama,1,2012,2012,"Aug., 2012",2012,Aug,3979
Alabama,1,2012,2012,"Sep., 2012",2012,Sep,3929
Alabama,1,2012,2012,"Oct., 2012",2012,Oct,4097
Alabama,1,2012,2012,"Nov., 2012",2012,Nov,4169
Alabama,1,2012,2012,"Dec., 2012",2012,Dec,4683
Alabama,1,2013,2013,"Jan., 2013",2013,Jan,4978
Alabama,1,2013,2013,"Feb., 2013",2013,Feb,4147
Alabama,1,2013,2013,"Mar., 2013",2013,Mar,4548
Alabama,1,2013,2013,"Apr., 2013",2013,Apr,4158
Alabama,1,2013,2013,"May, 2013",2013,May,4064
Alabama,1,2013,2013,"Jun., 2013",2013,Jun,3847
Alabama,1,2013,2013,"Jul., 2013",2013,Jul,3900
Alabama,1,2013,2013,"Aug., 2013",2013,Aug,3914
Alabama,1,2013,2013,"Sep., 2013",2013,Sep,3748
Alabama,1,2013,2013,"Oct., 2013",2013,Oct,4153
Alabama,1,2013,2013,"Nov., 2013",2013,Nov,4179
Alabama,1,2013,2013,"Dec., 2013",2013,Dec,4553
Alabama,1,2014,2014,"Jan., 2014",2014,Jan,4740
Alabama,1,2014,2014,"Feb., 2014",2014,Feb,3966
Alabama,1,2014,2014,"Mar., 2014",2014,Mar,4288
Alabama,1,2014,2014,"Apr., 2014",2014,Apr,4134
Alabama,1,2014,2014,"May, 2014",2014,May,4164
Alabama,1,2014,2014,"Jun., 2014",2014,Jun,3851
Alabama,1,2014,2014,"Jul., 2014",2014,Jul,3960
Alabama,1,2014,2014,"Aug., 2014",2014,Aug,4008
Alabama,1,2014,2014,"Sep., 2014",2014,Sep,3973
Alabama,1,2014,2014,"Oct., 2014",2014,Oct,4172
Alabama,1,2014,2014,"Nov., 2014",2014,Nov,4205
Alabama,1,2014,2014,"Dec., 2014",2014,Dec,4754
Alabama,1,2015,2015,"Jan., 2015",2015,Jan,4999
Alabama,1,2015,2015,"Feb., 2015",2015,Feb,4447
Alabama,1,2015,2015,"Mar., 2015",2015,Mar,4809
Alabama,1,2015,2015,"Apr., 2015",2015,Apr,4217
Alabama,1,2015,2015,"May, 2015",2015,May,4132
Alabama,1,2015,2015,"Jun., 2015",2015,Jun,3996
Alabama,1,2015,2015,"Jul., 2015",2015,Jul,4123
Alabama,1,2015,2015,"Aug., 2015",2015,Aug,4121
Alabama,1,2015,2015,"Sep., 2015",2015,Sep,4086
Alabama,1,2015,2015,"Oct., 2015",2015,Oct,4235
Alabama,1,2015,2015,"Nov., 2015",2015,Nov,4236
Alabama,1,2015,2015,"Dec., 2015",2015,Dec,4508
Alabama,1,2016,2016,"Jan., 2016",2016,Jan,4650
Alabama,1,2016,2016,"Feb., 2016",2016,Feb,4428
Alabama,1,2016,2016,"Mar., 2016",2016,Mar,4592
Alabama,1,2016,2016,"Apr., 2016",2016,Apr,4246
Alabama,1,2016,2016,"May, 2016",2016,May,4264
Alabama,1,2016,2016,"Jun., 2016",2016,Jun,4107
Alabama,1,2016,2016,"Jul., 2016",2016,Jul,4190
Alabama,1,2016,2016,"Aug., 2016",2016,Aug,4199
Alabama,1,2016,2016,"Sep., 2016",2016,Sep,4122
Alabama,1,2016,2016,"Oct., 2016",2016,Oct,4344
Alabama,1,2016,2016,"Nov., 2016",2016,Nov,4428
Alabama,1,2016,2016,"Dec., 2016",2016,Dec,4896
Alabama,1,2017,2017,"Jan., 2017",2017,Jan,4860
Alabama,1,2017,2017,"Feb., 2017",2017,Feb,4338
Alabama,1,2017,2017,"Mar., 2017",2017,Mar,4692
Alabama,1,2017,2017,"Apr., 2017",2017,Apr,4395
Alabama,1,2017,2017,"May, 2017",2017,May,4395
Alabama,1,2017,2017,"Jun., 2017",2017,Jun,4155
Alabama,1,2017,2017,"Jul., 2017",2017,Jul,4225
Alabama,1,2017,2017,"Aug., 2017",2017,Aug,4225
Alabama,1,2017,2017,"Sep., 2017",2017,Sep,4315
Alabama,1,2017,2017,"Oct., 2017",2017,Oct,4337
Alabama,1,2017,2017,"Nov., 2017",2017,Nov,4402
Alabama,1,2017,2017,"Dec., 2017",2017,Dec,4899
Alaska,2,2007,2007,"Jan., 2007",2007,Jan,323
Alaska,2,2007,2007,"Feb., 2007",2007,Feb,269
Alaska,2,2007,2007,"Mar., 2007",2007,Mar,296
Alaska,2,2007,2007,"Apr., 2007",2007,Apr,290
Alaska,2,2007,2007,"May, 2007",2007,May,271
Alaska,2,2007,2007,"Jun., 2007",2007,Jun,261
Alaska,2,2007,2007,"Jul., 2007",2007,Jul,289
Alaska,2,2007,2007,"Aug., 2007",2007,Aug,274
Alaska,2,2007,2007,"Sep., 2007",2007,Sep,310
Alaska,2,2007,2007,"Oct., 2007",2007,Oct,270
Alaska,2,2007,2007,"Nov., 2007",2007,Nov,307
Alaska,2,2007,2007,"Dec., 2007",2007,Dec,303
Alaska,2,2008,2008,"Jan., 2008",2008,Jan,305
Alaska,2,2008,2008,"Feb., 2008",2008,Feb,263
Alaska,2,2008,2008,"Mar., 2008",2008,Mar,321
Alaska,2,2008,2008,"Apr., 2008",2008,Apr,281
Alaska,2,2008,2008,"May, 2008",2008,May,295
Alaska,2,2008,2008,"Jun., 2008",2008,Jun,307
Alaska,2,2008,2008,"Jul., 2008",2008,Jul,234
Alaska,2,2008,2008,"Aug., 2008",2008,Aug,282
Alaska,2,2008,2008,"Sep., 2008",2008,Sep,260
Alaska,2,2008,2008,"Oct., 2008",2008,Oct,331
Alaska,2,2008,2008,"Nov., 2008",2008,Nov,294
Alaska,2,2008,2008,"Dec., 2008",2008,Dec,321
Alaska,2,2009,2009,"Jan., 2009",2009,Jan,316
Alaska,2,2009,2009,"Feb., 2009",2009,Feb,285
Alaska,2,2009,2009,"Mar., 2009",2009,Mar,337
Alaska,2,2009,2009,"Apr., 2009",2009,Apr,293
Alaska,2,2009,2009,"May, 2009",2009,May,285
Alaska,2,2009,2009,"Jun., 2009",2009,Jun,270
Alaska,2,2009,2009,"Jul., 2009",2009,Jul,311
Alaska,2,2009,2009,"Aug., 2009",2009,Aug,291
Alaska,2,2009,2009,"Sep., 2009",2009,Sep,304
Alaska,2,2009,2009,"Oct., 2009",2009,Oct,279
Alaska,2,2009,2009,"Nov., 2009",2009,Nov,344
Alaska,2,2009,2009,"Dec., 2009",2009,Dec,303
Alaska,2,2010,2010,"Jan., 2010",2010,Jan,318
Alaska,2,2010,2010,"Feb., 2010",2010,Feb,289
Alaska,2,2010,2010,"Mar., 2010",2010,Mar,282
Alaska,2,2010,2010,"Apr., 2010",2010,Apr,304
Alaska,2,2010,2010,"May, 2010",2010,May,308
Alaska,2,2010,2010,"Jun., 2010",2010,Jun,301
Alaska,2,2010,2010,"Jul., 2010",2010,Jul,333
Alaska,2,2010,2010,"Aug., 2010",2010,Aug,323
Alaska,2,2010,2010,"Sep., 2010",2010,Sep,299
Alaska,2,2010,2010,"Oct., 2010",2010,Oct,312
Alaska,2,2010,2010,"Nov., 2010",2010,Nov,326
Alaska,2,2010,2010,"Dec., 2010",2010,Dec,333
Alaska,2,2011,2011,"Jan., 2011",2011,Jan,324
Alaska,2,2011,2011,"Feb., 2011",2011,Feb,257
Alaska,2,2011,2011,"Mar., 2011",2011,Mar,390
Alaska,2,2011,2011,"Apr., 2011",2011,Apr,292
Alaska,2,2011,2011,"May, 2011",2011,May,312
Alaska,2,2011,2011,"Jun., 2011",2011,Jun,339
Alaska,2,2011,2011,"Jul., 2011",2011,Jul,349
Alaska,2,2011,2011,"Aug., 2011",2011,Aug,321
Alaska,2,2011,2011,"Sep., 2011",2011,Sep,304
Alaska,2,2011,2011,"Oct., 2011",2011,Oct,302
Alaska,2,2011,2011,"Nov., 2011",2011,Nov,298
Alaska,2,2011,2011,"Dec., 2011",2011,Dec,361
Alaska,2,2012,2012,"Jan., 2012",2012,Jan,319
Alaska,2,2012,2012,"Feb., 2012",2012,Feb,307
Alaska,2,2012,2012,"Mar., 2012",2012,Mar,352
Alaska,2,2012,2012,"Apr., 2012",2012,Apr,342
Alaska,2,2012,2012,"May, 2012",2012,May,291
Alaska,2,2012,2012,"Jun., 2012",2012,Jun,309
Alaska,2,2012,2012,"Jul., 2012",2012,Jul,306
Alaska,2,2012,2012,"Aug., 2012",2012,Aug,291
Alaska,2,2012,2012,"Sep., 2012",2012,Sep,323
Alaska,2,2012,2012,"Oct., 2012",2012,Oct,349
Alaska,2,2012,2012,"Nov., 2012",2012,Nov,361
Alaska,2,2012,2012,"Dec., 2012",2012,Dec,362
Alaska,2,2013,2013,"Jan., 2013",2013,Jan,362
Alaska,2,2013,2013,"Feb., 2013",2013,Feb,309
Alaska,2,2013,2013,"Mar., 2013",2013,Mar,377
Alaska,2,2013,2013,"Apr., 2013",2013,Apr,294
Alaska,2,2013,2013,"May, 2013",2013,May,319
Alaska,2,2013,2013,"Jun., 2013",2013,Jun,323
Alaska,2,2013,2013,"Jul., 2013",2013,Jul,325
Alaska,2,2013,2013,"Aug., 2013",2013,Aug,342
Alaska,2,2013,2013,"Sep., 2013",2013,Sep,328
Alaska,2,2013,2013,"Oct., 2013",2013,Oct,355
Alaska,2,2013,2013,"Nov., 2013",2013,Nov,332
Alaska,2,2013,2013,"Dec., 2013",2013,Dec,331
Alaska,2,2014,2014,"Jan., 2014",2014,Jan,369
Alaska,2,2014,2014,"Feb., 2014",2014,Feb,295
Alaska,2,2014,2014,"Mar., 2014",2014,Mar,327
Alaska,2,2014,2014,"Apr., 2014",2014,Apr,297
Alaska,2,2014,2014,"May, 2014",2014,May,348
Alaska,2,2014,2014,"Jun., 2014",2014,Jun,327
Alaska,2,2014,2014,"Jul., 2014",2014,Jul,360
Alaska,2,2014,2014,"Aug., 2014",2014,Aug,340
Alaska,2,2014,2014,"Sep., 2014",2014,Sep,329
Alaska,2,2014,2014,"Oct., 2014",2014,Oct,369
Alaska,2,2014,2014,"Nov., 2014",2014,Nov,374
Alaska,2,2014,2014,"Dec., 2014",2014,Dec,393
Alaska,2,2015,2015,"Jan., 2015",2015,Jan,376
Alaska,2,2015,2015,"Feb., 2015",2015,Feb,345
Alaska,2,2015,2015,"Mar., 2015",2015,Mar,351
Alaska,2,2015,2015,"Apr., 2015",2015,Apr,336
Alaska,2,2015,2015,"May, 2015",2015,May,394
Alaska,2,2015,2015,"Jun., 2015",2015,Jun,339
Alaska,2,2015,2015,"Jul., 2015",2015,Jul,375
Alaska,2,2015,2015,"Aug., 2015",2015,Aug,341
Alaska,2,2015,2015,"Sep., 2015",2015,Sep,364
Alaska,2,2015,2015,"Oct., 2015",2015,Oct,377
Alaska,2,2015,2015,"Nov., 2015",2015,Nov,356
Alaska,2,2015,2015,"Dec., 2015",2015,Dec,362
Alaska,2,2016,2016,"Jan., 2016",2016,Jan,404
Alaska,2,2016,2016,"Feb., 2016",2016,Feb,335
Alaska,2,2016,2016,"Mar., 2016",2016,Mar,384
Alaska,2,2016,2016,"Apr., 2016",2016,Apr,381
Alaska,2,2016,2016,"May, 2016",2016,May,378
Alaska,2,2016,2016,"Jun., 2016",2016,Jun,361
Alaska,2,2016,2016,"Jul., 2016",2016,Jul,377
Alaska,2,2016,2016,"Aug., 2016",2016,Aug,343
Alaska,2,2016,2016,"Sep., 2016",2016,Sep,342
Alaska,2,2016,2016,"Oct., 2016",2016,Oct,409
Alaska,2,2016,2016,"Nov., 2016",2016,Nov,344
Alaska,2,2016,2016,"Dec., 2016",2016,Dec,436
Alaska,2,2017,2017,"Jan., 2017",2017,Jan,430
Alaska,2,2017,2017,"Feb., 2017",2017,Feb,300
Alaska,2,2017,2017,"Mar., 2017",2017,Mar,391
Alaska,2,2017,2017,"Apr., 2017",2017,Apr,351
Alaska,2,2017,2017,"May, 2017",2017,May,331
Alaska,2,2017,2017,"Jun., 2017",2017,Jun,354
Alaska,2,2017,2017,"Jul., 2017",2017,Jul,332
Alaska,2,2017,2017,"Aug., 2017",2017,Aug,341
Alaska,2,2017,2017,"Sep., 2017",2017,Sep,405
Alaska,2,2017,2017,"Oct., 2017",2017,Oct,396
Alaska,2,2017,2017,"Nov., 2017",2017,Nov,377
Alaska,2,2017,2017,"Dec., 2017",2017,Dec,403
Arizona,4,2007,2007,"Jan., 2007",2007,Jan,4277
Arizona,4,2007,2007,"Feb., 2007",2007,Feb,3793
Arizona,4,2007,2007,"Mar., 2007",2007,Mar,4135
Arizona,4,2007,2007,"Apr., 2007",2007,Apr,3856
Arizona,4,2007,2007,"May, 2007",2007,May,3723
Arizona,4,2007,2007,"Jun., 2007",2007,Jun,3496
Arizona,4,2007,2007,"Jul., 2007",2007,Jul,3706
Arizona,4,2007,2007,"Aug., 2007",2007,Aug,3554
Arizona,4,2007,2007,"Sep., 2007",2007,Sep,3638
Arizona,4,2007,2007,"Oct., 2007",2007,Oct,3736
Arizona,4,2007,2007,"Nov., 2007",2007,Nov,3691
Arizona,4,2007,2007,"Dec., 2007",2007,Dec,3949
Arizona,4,2008,2008,"Jan., 2008",2008,Jan,4201
Arizona,4,2008,2008,"Feb., 2008",2008,Feb,4107
Arizona,4,2008,2008,"Mar., 2008",2008,Mar,4484
Arizona,4,2008,2008,"Apr., 2008",2008,Apr,4003
Arizona,4,2008,2008,"May, 2008",2008,May,3805
Arizona,4,2008,2008,"Jun., 2008",2008,Jun,3586
Arizona,4,2008,2008,"Jul., 2008",2008,Jul,3523
Arizona,4,2008,2008,"Aug., 2008",2008,Aug,3590
Arizona,4,2008,2008,"Sep., 2008",2008,Sep,3339
Arizona,4,2008,2008,"Oct., 2008",2008,Oct,3687
Arizona,4,2008,2008,"Nov., 2008",2008,Nov,3586
Arizona,4,2008,2008,"Dec., 2008",2008,Dec,3912
Arizona,4,2009,2009,"Jan., 2009",2009,Jan,4037
Arizona,4,2009,2009,"Feb., 2009",2009,Feb,3642
Arizona,4,2009,2009,"Mar., 2009",2009,Mar,4009
Arizona,4,2009,2009,"Apr., 2009",2009,Apr,3998
Arizona,4,2009,2009,"May, 2009",2009,May,3751
Arizona,4,2009,2009,"Jun., 2009",2009,Jun,3554
Arizona,4,2009,2009,"Jul., 2009",2009,Jul,3830
Arizona,4,2009,2009,"Aug., 2009",2009,Aug,3697
Arizona,4,2009,2009,"Sep., 2009",2009,Sep,3673
Arizona,4,2009,2009,"Oct., 2009",2009,Oct,3806
Arizona,4,2009,2009,"Nov., 2009",2009,Nov,3750
Arizona,4,2009,2009,"Dec., 2009",2009,Dec,4069
Arizona,4,2010,2010,"Jan., 2010",2010,Jan,4022
Arizona,4,2010,2010,"Feb., 2010",2010,Feb,3656
Arizona,4,2010,2010,"Mar., 2010",2010,Mar,4154
Arizona,4,2010,2010,"Apr., 2010",2010,Apr,3894
Arizona,4,2010,2010,"May, 2010",2010,May,3874
Arizona,4,2010,2010,"Jun., 2010",2010,Jun,3717
Arizona,4,2010,2010,"Jul., 2010",2010,Jul,3936
Arizona,4,2010,2010,"Aug., 2010",2010,Aug,3834
Arizona,4,2010,2010,"Sep., 2010",2010,Sep,3721
Arizona,4,2010,2010,"Oct., 2010",2010,Oct,3756
Arizona,4,2010,2010,"Nov., 2010",2010,Nov,3878
Arizona,4,2010,2010,"Dec., 2010",2010,Dec,4320
Arizona,4,2011,2011,"Jan., 2011",2011,Jan,4388
Arizona,4,2011,2011,"Feb., 2011",2011,Feb,4127
Arizona,4,2011,2011,"Mar., 2011",2011,Mar,4427
Arizona,4,2011,2011,"Apr., 2011",2011,Apr,4032
Arizona,4,2011,2011,"May, 2011",2011,May,3967
Arizona,4,2011,2011,"Jun., 2011",2011,Jun,3908
Arizona,4,2011,2011,"Jul., 2011",2011,Jul,3862
Arizona,4,2011,2011,"Aug., 2011",2011,Aug,3967
Arizona,4,2011,2011,"Sep., 2011",2011,Sep,3746
Arizona,4,2011,2011,"Oct., 2011",2011,Oct,3963
Arizona,4,2011,2011,"Nov., 2011",2011,Nov,3830
Arizona,4,2011,2011,"Dec., 2011",2011,Dec,4164
Arizona,4,2012,2012,"Jan., 2012",2012,Jan,4290
Arizona,4,2012,2012,"Feb., 2012",2012,Feb,4231
Arizona,4,2012,2012,"Mar., 2012",2012,Mar,4499
Arizona,4,2012,2012,"Apr., 2012",2012,Apr,4247
Arizona,4,2012,2012,"May, 2012",2012,May,4072
Arizona,4,2012,2012,"Jun., 2012",2012,Jun,3965
Arizona,4,2012,2012,"Jul., 2012",2012,Jul,3962
Arizona,4,2012,2012,"Aug., 2012",2012,Aug,3953
Arizona,4,2012,2012,"Sep., 2012",2012,Sep,3937
Arizona,4,2012,2012,"Oct., 2012",2012,Oct,4057
Arizona,4,2012,2012,"Nov., 2012",2012,Nov,3995
Arizona,4,2012,2012,"Dec., 2012",2012,Dec,4341
Arizona,4,2013,2013,"Jan., 2013",2013,Jan,5136
Arizona,4,2013,2013,"Feb., 2013",2013,Feb,4444
Arizona,4,2013,2013,"Mar., 2013",2013,Mar,4566
Arizona,4,2013,2013,"Apr., 2013",2013,Apr,4284
Arizona,4,2013,2013,"May, 2013",2013,May,4132
Arizona,4,2013,2013,"Jun., 2013",2013,Jun,3889
Arizona,4,2013,2013,"Jul., 2013",2013,Jul,3980
Arizona,4,2013,2013,"Aug., 2013",2013,Aug,3925
Arizona,4,2013,2013,"Sep., 2013",2013,Sep,3840
Arizona,4,2013,2013,"Oct., 2013",2013,Oct,3905
Arizona,4,2013,2013,"Nov., 2013",2013,Nov,3959
Arizona,4,2013,2013,"Dec., 2013",2013,Dec,4474
Arizona,4,2014,2014,"Jan., 2014",2014,Jan,4866
Arizona,4,2014,2014,"Feb., 2014",2014,Feb,4256
Arizona,4,2014,2014,"Mar., 2014",2014,Mar,4365
Arizona,4,2014,2014,"Apr., 2014",2014,Apr,4312
Arizona,4,2014,2014,"May, 2014",2014,May,4330
Arizona,4,2014,2014,"Jun., 2014",2014,Jun,4105
Arizona,4,2014,2014,"Jul., 2014",2014,Jul,4121
Arizona,4,2014,2014,"Aug., 2014",2014,Aug,4157
Arizona,4,2014,2014,"Sep., 2014",2014,Sep,4032
Arizona,4,2014,2014,"Oct., 2014",2014,Oct,4235
Arizona,4,2014,2014,"Nov., 2014",2014,Nov,4273
Arizona,4,2014,2014,"Dec., 2014",2014,Dec,4486
Arizona,4,2015,2015,"Jan., 2015",2015,Jan,5049
Arizona,4,2015,2015,"Feb., 2015",2015,Feb,4292
Arizona,4,2015,2015,"Mar., 2015",2015,Mar,4822
Arizona,4,2015,2015,"Apr., 2015",2015,Apr,4542
Arizona,4,2015,2015,"May, 2015",2015,May,4521
Arizona,4,2015,2015,"Jun., 2015",2015,Jun,4393
Arizona,4,2015,2015,"Jul., 2015",2015,Jul,4351
Arizona,4,2015,2015,"Aug., 2015",2015,Aug,4366
Arizona,4,2015,2015,"Sep., 2015",2015,Sep,4200
Arizona,4,2015,2015,"Oct., 2015",2015,Oct,4299
Arizona,4,2015,2015,"Nov., 2015",2015,Nov,4562
Arizona,4,2015,2015,"Dec., 2015",2015,Dec,4902
Arizona,4,2016,2016,"Jan., 2016",2016,Jan,5118
Arizona,4,2016,2016,"Feb., 2016",2016,Feb,5142
Arizona,4,2016,2016,"Mar., 2016",2016,Mar,5392
Arizona,4,2016,2016,"Apr., 2016",2016,Apr,4698
Arizona,4,2016,2016,"May, 2016",2016,May,4617
Arizona,4,2016,2016,"Jun., 2016",2016,Jun,4486
Arizona,4,2016,2016,"Jul., 2016",2016,Jul,4508
Arizona,4,2016,2016,"Aug., 2016",2016,Aug,4450
Arizona,4,2016,2016,"Sep., 2016",2016,Sep,4277
Arizona,4,2016,2016,"Oct., 2016",2016,Oct,4526
Arizona,4,2016,2016,"Nov., 2016",2016,Nov,4536
Arizona,4,2016,2016,"Dec., 2016",2016,Dec,4895
Arizona,4,2017,2017,"Jan., 2017",2017,Jan,5125
Arizona,4,2017,2017,"Feb., 2017",2017,Feb,4521
Arizona,4,2017,2017,"Mar., 2017",2017,Mar,5074
Arizona,4,2017,2017,"Apr., 2017",2017,Apr,4864
Arizona,4,2017,2017,"May, 2017",2017,May,4878
Arizona,4,2017,2017,"Jun., 2017",2017,Jun,4791
Arizona,4,2017,2017,"Jul., 2017",2017,Jul,4754
Arizona,4,2017,2017,"Aug., 2017",2017,Aug,4554
Arizona,4,2017,2017,"Sep., 2017",2017,Sep,4456
Arizona,4,2017,2017,"Oct., 2017",2017,Oct,4651
Arizona,4,2017,2017,"Nov., 2017",2017,Nov,4672
Arizona,4,2017,2017,"Dec., 2017",2017,Dec,5418
Arkansas,5,2007,2007,"Jan., 2007",2007,Jan,2544
Arkansas,5,2007,2007,"Feb., 2007",2007,Feb,2376
Arkansas,5,2007,2007,"Mar., 2007",2007,Mar,2577
Arkansas,5,2007,2007,"Apr., 2007",2007,Apr,2307
Arkansas,5,2007,2007,"May, 2007",2007,May,2372
Arkansas,5,2007,2007,"Jun., 2007",2007,Jun,2244
Arkansas,5,2007,2007,"Jul., 2007",2007,Jul,2177
Arkansas,5,2007,2007,"Aug., 2007",2007,Aug,2258
Arkansas,5,2007,2007,"Sep., 2007",2007,Sep,2163
Arkansas,5,2007,2007,"Oct., 2007",2007,Oct,2351
Arkansas,5,2007,2007,"Nov., 2007",2007,Nov,2352
Arkansas,5,2007,2007,"Dec., 2007",2007,Dec,2470
Arkansas,5,2008,2008,"Jan., 2008",2008,Jan,2586
Arkansas,5,2008,2008,"Feb., 2008",2008,Feb,2853
Arkansas,5,2008,2008,"Mar., 2008",2008,Mar,2814
Arkansas,5,2008,2008,"Apr., 2008",2008,Apr,2338
Arkansas,5,2008,2008,"May, 2008",2008,May,2374
Arkansas,5,2008,2008,"Jun., 2008",2008,Jun,2247
Arkansas,5,2008,2008,"Jul., 2008",2008,Jul,2336
Arkansas,5,2008,2008,"Aug., 2008",2008,Aug,2291
Arkansas,5,2008,2008,"Sep., 2008",2008,Sep,2208
Arkansas,5,2008,2008,"Oct., 2008",2008,Oct,2322
Arkansas,5,2008,2008,"Nov., 2008",2008,Nov,2347
Arkansas,5,2008,2008,"Dec., 2008",2008,Dec,2606
Arkansas,5,2009,2009,"Jan., 2009",2009,Jan,2568
Arkansas,5,2009,2009,"Feb., 2009",2009,Feb,2455
Arkansas,5,2009,2009,"Mar., 2009",2009,Mar,2492
Arkansas,5,2009,2009,"Apr., 2009",2009,Apr,2398
Arkansas,5,2009,2009,"May, 2009",2009,May,2356
Arkansas,5,2009,2009,"Jun., 2009",2009,Jun,2262
Arkansas,5,2009,2009,"Jul., 2009",2009,Jul,2267
Arkansas,5,2009,2009,"Aug., 2009",2009,Aug,2182
Arkansas,5,2009,2009,"Sep., 2009",2009,Sep,2261
Arkansas,5,2009,2009,"Oct., 2009",2009,Oct,2401
Arkansas,5,2009,2009,"Nov., 2009",2009,Nov,2447
Arkansas,5,2009,2009,"Dec., 2009",2009,Dec,2584
Arkansas,5,2010,2010,"Jan., 2010",2010,Jan,2623
Arkansas,5,2010,2010,"Feb., 2010",2010,Feb,2300
Arkansas,5,2010,2010,"Mar., 2010",2010,Mar,2574
Arkansas,5,2010,2010,"Apr., 2010",2010,Apr,2429
Arkansas,5,2010,2010,"May, 2010",2010,May,2314
Arkansas,5,2010,2010,"Jun., 2010",2010,Jun,2309
Arkansas,5,2010,2010,"Jul., 2010",2010,Jul,2373
Arkansas,5,2010,2010,"Aug., 2010",2010,Aug,2277
Arkansas,5,2010,2010,"Sep., 2010",2010,Sep,2216
Arkansas,5,2010,2010,"Oct., 2010",2010,Oct,2394
Arkansas,5,2010,2010,"Nov., 2010",2010,Nov,2388
